response_id,userName,review,rating,date,response_body,source
2cdc5755-e5ed-435c-bc0f-0040f0c3ca0f,A Google user,"Please moniepoint, am a new user I was trying to sign up, did everything now they said my nationality but the country's are not loading, please do something about it",1,2024-08-29 18:31:02,"Hi there, please email us a screenshot of the error you are facing at store.support@moniepoint.com so we can look into this for you. We apologize for any inconvenience.",Google Play Store
f1a48486-2eef-4f93-8855-09725e0d328d,A Google user,I love this app,4,2024-08-29 18:18:51,Hi! We are glad that you like our app. We'd very much appreciate if you have any recommendations/suggestions for us to get 5-star rating. Thank you very much.,Google Play Store
5c706d18-3125-4500-8df8-e4813b148565,A Google user,Install,4,2024-08-29 18:18:16,"Hi Tobi, thanks for using the app. We'd really appreciate if you could rate us 5 stars here on Google Play. Rating is very important to us in establishing trust with our user base. If you have any concerns or suggestions, please do not hesitate to contact us at store.support@moniepoint.com.",Google Play Store
a4b18646-ca3e-4f1d-bebc-f8f7fd4429c8,A Google user,It the best,5,2024-08-29 17:28:49,"Hi James, we are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at store.support@moniepoint.com!
Have a wonderful day!",Google Play Store
6c39576f-9448-489f-bc1b-8b99001a65ff,A Google user,I can't transfer my money in my wallet,1,2024-08-29 16:50:54,"Hi Haruna, we sincerely apologize for the inconvenience. Please send us your account details along with the screenshot of the problem to store.support@moniepoint.com so that we can help you. Thank you for using our app.
",Google Play Store
2702be37-3f45-4b99-9812-58fcdcc723a3,A Google user,It's reliable,5,2024-08-29 15:51:18,"Hi Simon, we are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at store.support@moniepoint.com!
Have a wonderful day!",Google Play Store
96747bf4-b7f2-47e4-b239-44ed99b18fe3,A Google user,Very good,5,2024-08-29 15:42:59,"Hi Eniseyin, thanks for your review! Please recommend our app to your friends & family, and don’t hesitate to shoot us a note at store.support@moniepoint.com if you have any questions. Have a wonderful day!
",Google Play Store
5fad0c01-ef73-40d6-b0e5-ec2fe1e2bb63,A Google user,Super excited:very easy to transfer your money and saving your money 🤑,5,2024-08-29 15:32:52,"Thank you very much for your 5-star review!!!
",Google Play Store
2f9cca16-896f-4edd-b995-2c7ee537439e,A Google user,Why is it not installing on my phone,2,2024-08-29 15:08:34,"Hi Prince, the issue you're facing may be related to insufficient storage space on your device. To successfully download our app, please ensure that you have enough storage. Once you've freed up space, try again. If you continue to experience difficulties, please don't hesitate to contact us via store.support@moniepoint.com for further assistance.
",Google Play Store
5d6987f9-f30b-4fa2-9dab-9168a27b49fd,A Google user,Nice 👍,5,2024-08-29 15:06:20,"Thank you very much for your 5-star review!!!
",Google Play Store
ecdb27e1-e379-4962-9bb2-0ec13762c6b3,A Google user,"It's not so good am only going to be rating it one star because of the fact that it does easy and quick transactions but apart from that I have been debited twice without the money being used for what it was meant. That's very bad , who knows whether that's my last card and I really need to pay for something",1,2024-08-29 14:55:38,"Hi Esther, we apologize for the inconvenience with your transaction. Please provide your account details and the receipt of transaction to us at store.support@moniepoint.com so we can investigate the issue further and help resolve it for you. We appreciate your patience.
",Google Play Store
cead2312-5301-468a-9b73-19beed92dca6,A Google user,Fast and reliable,5,2024-08-29 13:53:16,"Thank you very much for your 5-star review!!!

",Google Play Store
4d848ec5-6d7d-4a74-8608-c52b71754ebf,A Google user,Finding it to difugot to change location and upgrade to tear 3,2,2024-08-29 12:34:12,"Hi Bright, we sincerely apologize for the inconvenience. Please send us your account details along with the screenshot of the problem to store.support@moniepoint.com so that we can help you. Thank you for using our app.
",Google Play Store
378e679d-0e78-480e-bc5d-b524ca5c641d,A Google user,I love the app. It make my transaction easy,5,2024-08-29 11:53:13,"Thank you very much for your 5-star review!!!

",Google Play Store
34286755-611c-4c8f-90f1-244dcef7eab2,A Google user,you're welcome you're doing good thanks,3,2024-08-29 11:16:15,"Hi Jamilu, thanks for using the app. We'd really appreciate if you could rate us 5 stars here on Google Play. Rating is very important to us in establishing trust with our user base. If you have any concerns or suggestions, please do not hesitate to contact us at store.support@moniepoint.com.",Google Play Store
f4d97d77-db9f-41b8-aae0-abc1dad3189a,A Google user,I love monie point transaction please I will like to get a loan,5,2024-08-29 11:08:34,"Hi James, thank you for using our app. Kindly be informed that the Moniepoint personal banking app does not offer loans at the moment. Feel free to reach out to us via store.support@moniepoint.com for further assistance and inquiries.
",Google Play Store
6f6f22d0-865f-4de7-baa7-10e8f2b215bd,A Google user,Processing problem,5,2024-08-29 10:55:40,"Hi Muddafa, we highly regret the inconvenience. However, we could not understand the exact problem. Please shoot us a message at store.support@moniepoint.com with relevant details. We'll be more than happy to assist you.
Thanks.",Google Play Store
2f4e5648-4c84-4c8f-b571-df482e8750a1,A Google user,Verry interested and easy for use,5,2024-08-29 10:42:12,"Thank you very much for your 5-star review!!!
",Google Play Store
33cbe20f-66c1-4b5e-9394-5c832335cc30,A Google user,I Like this App So Fantastic,5,2024-08-29 10:02:14,"Thank you very much for your 5-star review!!!
",Google Play Store
44dfc7e4-4134-4e4d-a64c-66fce216db32,A Google user,Why can't i access my account,1,2024-08-29 10:01:22,"Hi Sulaiman, please email us a screenshot of the error you are facing along with your account details to us at store.support@moniepoint.com so we can look into this for you. We apologize for any inconvenience.",Google Play Store
6f16c3c3-d87e-4814-8fc5-b45cf0fa222d,A Google user,Akweu$,5,2024-08-29 09:09:37,"Thank you very much for your 5-star ratings!!!
",Google Play Store
bf801463-ed12-4ceb-bfef-15924453ef4f,A Google user,Very fast bank,5,2024-08-29 08:46:56,"Thank you very much for your 5-star review!!!
",Google Play Store
075f5a1a-51bb-4a6e-afb8-85800b96466e,A Google user,Good and easy,5,2024-08-29 08:44:17,"Thank you very much for your 5-star review!!!
",Google Play Store
1bc48a2a-a7a7-4925-9803-04901019fa87,A Google user,Ease,5,2024-08-29 08:25:42,"Thank you so much for your encouraging star ratings!
",Google Play Store
31b7562b-e4b2-45ee-a33d-8fb83d9c74d6,A Google user,The further process you can see on monipoint,5,2024-08-29 08:09:36,"Thank you so much for your encouraging star ratings!
",Google Play Store
882d605f-7a01-4e9c-bd69-a4f76e68727e,A Google user,Easy to use and faster,5,2024-08-29 07:31:27,"Thank you very much for your 5-star review!!!
",Google Play Store
e7bb7942-0336-4e9c-883d-411f5165477a,A Google user,I live have give it five star but is so good and I love it,4,2024-08-29 07:06:42,Hi! We are glad that you like our app. We'd very much appreciate if you have any recommendations/suggestions for us to get 5-star rating. Thank you very much.,Google Play Store
402d0281-ab8a-4d09-a750-d446ff1f2b2f,A Google user,Yayi,5,2024-08-29 06:07:46,"Thank you very much for your 5-star ratings!!!
",Google Play Store
ae83bfca-64f2-4de2-b970-39df082fbb85,A Google user,Awesome,5,2024-08-29 02:00:25,"Hi Chibuike, thanks for your review! Please recommend our app to your friends & family, and don’t hesitate to shoot us a note at store.support@moniepoint.com if you have any questions. Have a wonderful day!
",Google Play Store
f7500cea-2651-4e53-80ff-5fe14e0e0fdc,A Google user,The app is not working adequately. I can't type in anything or even make transfers.,1,2024-08-29 00:34:48,"Hi Miracle, we are sorry to learn about your experience with the app. Could you please clear cache and data of the app or reinstall and try again. Please reach out to us via store.support@moniepoint.com if the issue persists.
",Google Play Store
d11c8f7b-7409-4ad2-8632-2a0028b33821,A Google user,Not bad,5,2024-08-28 23:29:58,"Thank you so much for your encouraging star ratings!
",Google Play Store
f0bb83c1-4a03-4bc2-b136-7b2931810310,A Google user,My Favorite,5,2024-08-28 23:25:23,Thank you very much for your 5-star review!!!,Google Play Store
c8b49c96-607e-4f7f-8918-0ff8a08e7279,A Google user,try to have experience,4,2024-08-28 22:58:28,,Google Play Store
fb565fad-6031-4b53-a8ff-c7daa21471da,A Google user,Love you all more and do wish to make a good business together,5,2024-08-28 21:17:29,,Google Play Store
b730d71e-ca5e-4806-8ad2-69dbd2d21767,A Google user,Nice cash back,4,2024-08-28 20:59:43,,Google Play Store
024b2bfe-15ef-43b7-ba37-fda9d11366bc,A Google user,Good,5,2024-08-28 20:31:33,,Google Play Store
010a0c85-2010-4f29-b353-9af4bb4adedd,A Google user,It was nice using moniepoint It's one of the best indeed.,5,2024-08-28 20:24:38,,Google Play Store
853a35f7-83bd-4960-9c20-85dfea625de6,A Google user,Good,5,2024-08-28 20:23:09,,Google Play Store
8e5d8af9-0ef0-4ea7-b8b5-54ad3e270e88,A Google user,Good banking fast network I love it,1,2024-08-28 20:02:57,,Google Play Store
f07c9fbf-213b-4a2d-82c3-c2c98837e3b9,A Google user,Good project,5,2024-08-28 19:37:02,,Google Play Store
35233b94-c5e6-4993-8c60-cd9cd44d9425,A Google user,Moniepoint,1,2024-08-28 19:30:14,,Google Play Store
3f9a3aa5-f39f-4397-adae-94be32991e1e,A Google user,Good app,5,2024-08-28 17:41:39,,Google Play Store
69f728ce-c46b-4633-9c30-9091d1fb5957,A Google user,Nice app but no network,3,2024-08-28 17:39:12,,Google Play Store
5839c333-c281-409a-9073-da4f7724c2f6,A Google user,Waw waw waw I love this your good online banking,5,2024-08-28 17:30:13,,Google Play Store
50236a34-68de-4465-b3dd-42e291321743,A Google user,I can't put my transaction pin They keep telling me verification failed,2,2024-08-28 17:14:47,,Google Play Store
b4ce3a13-8136-4faf-8f1b-59a7a88cff64,A Google user,"What is the meaning of smile during registration, although I smiled, it still telling me smile, is not your business if I smile or 😡. Please fix that, I'm so angry with you guys right now",1,2024-08-28 16:43:38,,Google Play Store
26e32014-a04c-4622-8d36-b2315ee1b09a,A Google user,Good,5,2024-08-28 16:25:31,,Google Play Store
a15aea77-dac0-47e7-9897-1e5cb87bfaaa,A Google user,Awesome,5,2024-08-28 16:12:16,,Google Play Store
85e67ecd-96ee-4760-ab5b-9fc747ba45d9,A Google user,Ur good,4,2024-08-28 15:51:43,,Google Play Store
59555c37-9003-4e22-9d6b-d32b660e3f61,A Google user,Very good app 😊💯,5,2024-08-28 15:19:28,,Google Play Store
d9a72ee0-bb4f-4d0e-8b5e-b17db603305d,A Google user,It's fast and good,5,2024-08-28 14:27:12,,Google Play Store
9da79ece-5845-4592-aa03-1b4cc197b91a,A Google user,Good,5,2024-08-28 14:20:26,,Google Play Store
1071b544-29a9-4b58-a6b6-04d229dfe095,A Google user,"I appreciate the user interface of the app but I find it difficult making use of it, I can't login and if I manage to login I can't do any transaction because my keypad won't pop up while using the app. Please look into this it's urgent",1,2024-08-28 13:51:34,,Google Play Store
f50df102-25e8-448a-8dfa-e63f3ff440ff,A Google user,Can it be used by someone who is below 18?,3,2024-08-28 13:33:12,,Google Play Store
aad07381-28c2-4c8f-85b8-8a14a011bcf3,A Google user,The app is wanderful very interesting,5,2024-08-28 13:15:27,,Google Play Store
25e9dce7-23e7-4105-8259-583261802880,A Google user,Terrible customer care service! I regret downloading this app!,1,2024-08-28 13:01:41,,Google Play Store
26fffa5f-32ac-4a5f-8df5-b31fda85c1f0,A Google user,I am so impressed with this app it's so good I enjoyed this app more than any online banking,5,2024-08-28 12:53:00,,Google Play Store
38482bc6-db23-4125-9ef6-d8acdf15d066,A Google user,Good experience using the app,5,2024-08-28 12:32:00,,Google Play Store
202b5900-4fc9-417e-bd94-599a2ff6d4fa,A Google user,"Moniepoint deserve one start yes for months now this app hasn't let me use it , because it keeps say upgrade to level 4, level 4 is for business I might want to register but don't have any taxation number, please it is frustrating me. When I send money it bounces bag",1,2024-08-28 12:25:48,,Google Play Store
1027a5d7-37f5-4830-81ce-5e7617905f94,A Google user,Excellent 👍 Good experience so far Keep it up 💪,5,2024-08-28 12:08:05,,Google Play Store
d7d496d5-abc1-4c5d-9630-6c67d4df86a3,A Google user,Very good app Transaction is so easy,5,2024-08-28 11:59:00,,Google Play Store
a02f8bdc-8446-46bf-ab9c-7fa367fd1bb4,A Google user,Good app,5,2024-08-28 11:46:26,,Google Play Store
de52687e-9265-4364-8c05-372ba157e5e3,A Google user,Amaizing,5,2024-08-28 11:41:07,,Google Play Store
06436ab2-b118-4038-bf23-c6b7911635b8,A Google user,Very awesome,4,2024-08-28 11:28:28,,Google Play Store
a0737c53-2ae6-4416-aef2-7756f0cccf5b,A Google user,pretty good 😊,4,2024-08-28 11:21:22,,Google Play Store
201e000a-f03f-4d0f-9001-f33d32681dce,A Google user,I like the speed,4,2024-08-28 11:10:36,,Google Play Store
456540b4-5398-4aa6-a0f6-a3cfbebf72e9,A Google user,"I cannot see my balance and it is always writing unable to fetch beneficiary details when I want to make transfer and I can't purchase airtime nor data on moniepoint app and it's so bad that your customer care hardly takes calls including your ussd, I cannot make use of it to buy airtime or make transfers",1,2024-08-28 11:05:40,,Google Play Store
6b788c7f-583d-47cd-bd95-8a4c26d68148,A Google user,Very robust and user-friendly interface,5,2024-08-28 10:13:56,,Google Play Store
b905931d-a65d-40dc-8534-7e85836d1845,A Google user,I love it,5,2024-08-28 09:54:08,,Google Play Store
9afa54e5-9d36-4122-9958-54bb5c81c985,A Google user,Nice,1,2024-08-28 09:52:15,,Google Play Store
43aa9695-3ae8-4894-9741-eb0bd49fcbbb,A Google user,Great,5,2024-08-28 09:40:23,,Google Play Store
ac9770bf-6869-4029-9d5a-0b622b25823a,A Google user,Nice not,3,2024-08-28 09:25:41,,Google Play Store
eccc2e6d-a20e-4398-a4b9-c3fcd23f5eb5,A Google user,Good,5,2024-08-28 09:15:54,,Google Play Store
f3924569-81ec-4d67-96cf-0d6794fcf606,A Google user,Awesome and quick,4,2024-08-28 08:28:21,Hi! We are glad that you like our app. We'd very much appreciate if you have any recommendations/suggestions for us to get 5-star rating. Thank you very much.,Google Play Store
8cb61852-278d-4212-8510-e88b8c1871d2,A Google user,Its good,5,2024-08-28 08:05:33,"Hi Sam, thanks for your review! Please recommend our app to your friends & family, and don’t hesitate to shoot us a note at store.support@moniepoint.com if you have any questions. Have a wonderful day!
",Google Play Store
f46e46f3-47cf-4931-ac7a-c0d83fb77e8d,A Google user,Just fast an reliable,5,2024-08-28 08:00:01,"Hi Esther, we are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at store.support@moniepoint.com!
Have a wonderful day!",Google Play Store
a09ae822-bb39-4cfb-9311-8e83d16ecf5a,A Google user,"I will rate you 1 ,because mine is still on Nationalism, upon all my log in it has not finish prossecing",1,2024-08-28 07:11:37,"Hi Onyemaeme, we apologize for the inconvenience. Please send us a screenshot of the problem to store.support@moniepoint.com so we can assist you better. Thank you for using our app.
",Google Play Store
4f03ca90-58b6-412f-88c3-c52e3b7b2fc3,A Google user,I love this app. Fast and easy to make transactions,5,2024-08-28 06:40:59,"Hi Samuel, thanks for your review! Please recommend our app to your friends & family, and don’t hesitate to shoot us a note at store.support@moniepoint.com if you have any questions. Have a wonderful day!
",Google Play Store
fd800f18-2ca1-4fbe-aa32-603ca433febc,A Google user,I don't know why the app is saying I'm under restriction,1,2024-08-28 05:32:44,"Hello Idika, we apologize for the inconvenience with your account. Please contact us at store.support@moniepoint.com with your account details so that we can address your concern quickly. Thank you for your patience.
",Google Play Store
d81dfeab-843d-4760-9012-e43ceec89e72,A Google user,I love it,5,2024-08-28 05:27:30,"Thank you very much for your 5-star review!!!
",Google Play Store
56f655ec-79e6-4ef9-b2c8-e2213979f670,A Google user,Excellent,5,2024-08-28 05:22:17,"Thank you very much for your 5-star review!!!
",Google Play Store
db7d721e-649c-423f-b70e-6ff405cce383,A Google user,My first transaction was smooth but I don't know if I can purchase data with this app,5,2024-08-28 04:47:51,"Hi Sharon, thank you for your positive feedback. Please note that you can purchase data, airtime and pay bills on the app.
Feel free to reach out to us via store.support@moniepoint.com for further assistance and inquiries.
",Google Play Store
c7676843-246a-4da2-b603-2279e040ae8f,A Google user,monipoint is no longer active and good these days because I have been asking for help regarding my account that was locked going to two months now and up till now they haven't done nothing about it so I'm very very unsatisfied,5,2024-08-28 03:23:46,"Hello Endurance, we apologize for the inconvenience with your account. Please contact us at store.support@moniepoint.com with your account details so that we can address your concern quickly. Thank you for your patience.
",Google Play Store
06cd3e2f-e7f5-4cbb-a5ef-e773aefbf015,A Google user,Excellent,5,2024-08-28 03:22:14,"Thank you very much for your 5-star review!!!
",Google Play Store
a9d80927-f0c5-44bf-b384-b6b9e2e7c2f3,A Google user,Very smoth,5,2024-08-28 03:02:52,"Thank you very much for your 5-star review!!!
",Google Play Store
4e4fde10-7d93-4297-be96-deed24a050d2,A Google user,So fast and good,5,2024-08-28 02:55:15,"Thank you very much for your 5-star review!!!
",Google Play Store
0417d09f-9de5-4495-b346-f412a07c7432,A Google user,"I like moniepoint, since I have being using it all my transactions are going smoothly, and if any the customer care will attend to you and they will make.sure they solve your issue, please keep on the good work moniepoint, you customer care has solve my complain of KYC, thank I am now happy now",4,2024-08-28 01:53:49,"Hello Prince, thank you for your kind feedback. We appreciate your feedback and are we are glad to know that the issue has been resolved. We look forward to serving you better.
Cheers!",Google Play Store
e7eb1f1f-2e2c-40e8-8111-718cf6f9a275,A Google user,Very good and reliable I love moniepoint,1,2024-08-28 01:36:09,"Hi Bright, thanks for using the app. We'd really appreciate if you could rate us 5 stars here on Google Play. Rating is very important to us in establishing trust with our user base. If you have any concerns or suggestions, please do not hesitate to contact us at store.support@moniepoint.com.",Google Play Store
680cc0e0-04fd-472f-9573-bc12d85645c0,A Google user,The dashboard didnt load,1,2024-08-28 01:35:58,"Hi Mansur, we are sorry to learn about your experience with the app. Could you please clear cache and data of the app and try again. Please reach out to us via store.support@moniepoint.com if the issue persists.
",Google Play Store
f3135ed6-fc70-44cf-a026-fec9c539459b,A Google user,Excellent service!!!,5,2024-08-28 00:50:08,"Thank you for choosing Moniepoint, Umar. We appreciate your feedback and we will ensure to continue delivering exceptional service.
",Google Play Store
c21fa571-41cd-48f7-b3a5-8c46f6a4cdc6,A Google user,I wish I can give more than 5 stars. This app is just on point and it's user friendly.👍👍,5,2024-08-28 00:09:40,"Hi Lucy, thanks for your review! Please recommend our app to your friends & family, and don’t hesitate to shoot us a note at store.support@moniepoint.com if you have any questions. Have a wonderful day!
",Google Play Store
edd9c7c9-afd3-4b52-b3c0-65f4bee1c6bd,A Google user,The best app,5,2024-08-27 23:43:11,"Thank you very much for your 5-star review!!!
",Google Play Store
69202efb-e137-46bd-8449-8358e59765b2,A Google user,"This app is so annoying, imagine after downloading the app i succusfully registered, and made a deposite of today 3k today i can no longer access my account could this be scam? Im confused, pls is their anyone who is facing the same here i need to access my funds",1,2024-08-27 23:08:54,"Hi Evans, we apologize for the inconvenience with your account. Please send us your account details along with the screenshot of the problem to store.support@moniepoint.com so that we can assist you better. Thank you for using our app.
",Google Play Store
8e632fec-3ab4-4ac6-9ec0-69fc3bf2281b,A Google user,Oselumese Osomoigho,3,2024-08-27 22:57:37,"Hi Sunday, thanks for using the app. We'd really appreciate if you could rate us 5 stars here on Google Play. Rating is very important to us in establishing trust with our user base. If you have any concerns or suggestions, please do not hesitate to contact us at store.support@moniepoint.com.
",Google Play Store
4e4b93c9-c28f-45c6-b2ca-2f8922f5ea4a,A Google user,Good 👍,5,2024-08-27 22:42:34,"Hi Abbey, thanks for your review! Please recommend our app to your friends & family, and don’t hesitate to shoot us a note at store.support@moniepoint.com if you have any questions. Have a wonderful day!
",Google Play Store
d811a0af-1c43-4ff2-9b30-fa6eb4ced2f3,A Google user,I need this nice application,5,2024-08-27 22:27:47,"Thank you for choosing Moniepoint, Adamu. We appreciate your feedback and we will ensure to continue delivering exceptional service.
",Google Play Store
1735a02c-c198-4ae5-a06b-02bafd3d8166,A Google user,This is the worst banking app I had ever used ......the transfer that people made to my account won't even enter complete .....and u keep deducting money from my account without a reason and u won't even allow me to withdraw all my money 😡😡😡🤬🤬,1,2024-08-27 22:18:43,"Hi Cynthia, we highly regret the inconvenience. However, we could not understand the exact problem. Please shoot us a message at store.support@moniepoint.com with relevant details. We'll be more than happy to assist you.
Thanks.",Google Play Store
cfedfb69-457c-4858-9654-0ab867aa046e,A Google user,Sad,5,2024-08-27 20:39:13,"Thank you very much for your 5-star review!!!
",Google Play Store
479efe9f-b43d-4b22-84f0-d90cb43c85ef,A Google user,"Moniepoint Inc I am so disappointed I am a first time user and I have sent money numerous times to my account but I haven't received it pls fix it, I have even gone to customer service.",1,2024-08-27 19:44:28,"Hi Jones, we apologize for the inconvenience with your transaction. Please provide your account details and the receipt of transaction to us at store.support@moniepoint.com so we can investigate the issue further and help resolve it for you. We appreciate your patience.
",Google Play Store
ddbc9bb2-7e7d-4775-83c6-b09af74ff882,A Google user,"Why is that they always reduct 10 from every transaction, it doesn't make any sense at all Please find something to do about it immediately",1,2024-08-27 19:17:30,"Hi Omowumi, we understand your concern regarding the charge for transactions, and we sincerely apologize for any inconvenience this may have caused. While we don't offer free charges, we do provide the convenience of free transfers from Moniepoint to Moniepoint account, which can help minimize costs for our customers. Thank you for using our app.
",Google Play Store
6f710b44-c33c-41a1-977c-a4981fd5eed0,A Google user,It is fine,5,2024-08-27 19:13:35,"Hi Amy, thank you for your ratings and review. We will keep working to provide a good user experience. You can follow us on Facebook, Instagram and Twitter to get the latest information. For further enquiries and concern, please contact us via store.support@moniepoint.com. Thank you for using our app.
",Google Play Store
1ff37030-b43e-40c7-8f7e-f66328462170,A Google user,No back camera,5,2024-08-27 18:44:09,"Hi there, please send a detailed description of the problem to store.support@moniepoint.com so we can assist you appropriately. Thank you for using our app.",Google Play Store
c137072a-0d4b-4d38-9810-879f1eadd1f5,A Google user,"for over 2 months now i have not been able to make any transaction with my app, it always make excuses about network but i can make use of my card",3,2024-08-27 18:35:10,"Hi Zaghi, we sincerely apologize for the inconvenience. Please send us your account details along with the screenshot of the problem to store.support@moniepoint.com so we can help you. Thank you for using our app.
",Google Play Store
a14143e8-f7ff-412c-ba9a-a0877c8c9bb2,A Google user,Very Good,5,2024-08-27 17:35:22,"Hi Olawale, thanks for taking out time to rate us. It really helps us to keep going and delivering the best :)",Google Play Store
2e51f64b-34d2-4d39-9e27-a60f488a7fe8,A Google user,Great app. But there's one thing that really annoys me. For some reason this app keeps on crashing. I was really disorganized when this happened when I was about to make payments to someone. Please fix this.,5,2024-08-27 17:18:24,"Hi Ziga, we apologize for the inconvenience. Please send us your account details along with the screenshot of the problem to store.support@moniepoint.com so that we can help you. Thank you for using our app.
",Google Play Store
32899b61-9586-40d9-83fe-10774623aff7,A Google user,Nice,5,2024-08-27 16:43:43,,Google Play Store
31dd5a3e-bc38-4b2d-813c-82e1e73d9787,A Google user,"Very good UX but when i registered, it told me to choose my nationality, but nothing was showing on my screen.",4,2024-08-27 15:50:29,,Google Play Store
